lens,lens_name,id,P,O,W_ind,W_opt,W_nar,H,status,excerpts,ambiguity,confidence,reported_status,formula_corrected
3,linguistic scope and negation,DHS-2729,YES,YES,YES,NO,NO,NO,S,"{'P': 'do not serve as the principal basis', 'O': 'comparative search against other open-source images', 'W': 'must then use internal CBP or USG data prior to making any law enforcement decisions', 'H': ''}",,0.97,S,0
3,linguistic scope and negation,DHS-310,YES,YES,NO,NO,NO,NO,U,"{'P': 'not used in requests for federal services, processes, and benefits', 'O': 'detect cheating during the exam', 'W': '', 'H': ''}",The limited use is not connected to a mechanism preventing consequential reliance.,0.82,U,0
3,linguistic scope and negation,DHS-317,YES,YES,YES,NO,NO,YES,S,"{'P': 'Neither the AI or output of AI serves as a principal basis', 'O': 'vessel registration, aircraft tail number, license plate, and object detection', 'W': 'personal interaction leads to any follow-up decisions', 'H': 'Human review takes place'}",,0.88,S,0
3,linguistic scope and negation,DHS-35,YES,YES,NO,NO,YES,YES,S,"{'P': 'do not serve as a principal basis', 'O': 'provides alerts when it detects the presence of an IoI', 'W': 'merely alerts to the presence of an item', 'H': 'reviews the image'}",,0.84,S,0
3,linguistic scope and negation,DHS-37,YES,YES,NO,NO,UNCLEAR,YES,D,"{'P': 'do not serve as a principal basis', 'O': 'provides alerts when it detects the presence of an IoI', 'W': 'merely alerts to the presence of an item', 'H': 'reviews the image'}",The alert-only description does not explain why it cannot be a principal basis for a consequential action.,0.92,D,0
3,linguistic scope and negation,DHS-372,YES,YES,NO,NO,NO,NO,U,"{'P': 'not used to make security-related or employment-related decisions', 'O': 'collated information supports decisions about staffing priorities', 'W': '', 'H': ''}",No mechanism explains the relationship between staffing support and consequential decisions.,0.87,U,0
3,linguistic scope and negation,DHS-38,YES,YES,NO,NO,NO,YES,D,"{'P': 'does not serve as a principal basis', 'O': 'detect small vessels', 'W': '', 'H': 'user review and determination if any follow-up action is required'}",,0.96,D,0
3,linguistic scope and negation,DHS-401,NO,YES,NO,NO,NO,NO,U,"{'P': '', 'O': 'create a log of access', 'W': '', 'H': ''}",No high-impact predicate or rebuttal mechanism is stated.,0.99,U,0
3,linguistic scope and negation,DHS-407,YES,YES,NO,YES,NO,YES,S,"{'P': ""not the primary basis for a decision or action that would affect the individual's rights or safety"", 'O': 'facial verification for a remote check-in', 'W': 'schedule an in-person check-in at their local ERO office', 'H': 'an officer will manually review'}",,0.98,S,0
3,linguistic scope and negation,DHS-417,YES,YES,UNCLEAR,NO,NO,YES,D,"{'P': 'do not produce an action or serve as a principal basis', 'O': 'detects anomalies or outliers', 'W': 'continue to investigate further', 'H': 'reviewed by a human analyst team'}",Further investigation is not specified as an independent evidentiary basis.,0.94,D,0
3,linguistic scope and negation,DHS-48,YES,YES,YES,NO,NO,YES,S,"{'P': 'do not serve as a principal basis for law enforcement action or decision', 'O': 'investigative insights in the form of data, information leads or connections', 'W': 'presentation to a U.S. Attorney’s Office and potentially a District Court judge', 'H': 'reviewed and validated by both personnel and supervisors'}",,0.98,S,0
3,linguistic scope and negation,DHS-49,YES,UNCLEAR,NO,NO,NO,YES,D,"{'P': 'no rights impacting action is taken', 'O': '', 'W': '', 'H': 'a human is in the loop making a further determatination'}",The rationale does not identify the AI output or its workflow role.,0.9,D,0
3,linguistic scope and negation,DHS-56,YES,YES,NO,YES,NO,YES,S,"{'P': 'do not serve as a principal basis', 'O': 'visualized through a report or dashboard', 'W': 'adjudication process can be conducted without this tool', 'H': 'Adjudicators review the outputs'}",,0.97,S,0
3,linguistic scope and negation,DHS-57,YES,YES,NO,YES,NO,YES,S,"{'P': 'do not serve as a principal basis', 'O': 'visualized through a report or dashboard', 'W': 'The adjudication process can be conducted without this tool', 'H': 'Adjudicators review the outputs'}",“other information and insights” is not an identifiable independent basis.,0.94,S,0
3,linguistic scope and negation,DHS-65,YES,YES,NO,NO,NO,NO,U,"{'P': 'do not produce an action or serve as a principal basis', 'O': 'predicts aircraft landing locations', 'W': '', 'H': ''}",No operational mechanism connects the prediction to the asserted non-principal role.,0.97,U,0
3,linguistic scope and negation,DHS-81,YES,YES,NO,NO,NO,YES,D,"{'P': 'do not serve as a principal basis', 'O': 'assessment of passport validity', 'W': '', 'H': 'officers would use any results provided to research'}",“other sources” is generic and does not identify an independent evidentiary basis.,0.91,D,0
3,linguistic scope and negation,DHS-86,YES,YES,NO,NO,NO,NO,U,"{'P': 'do not produce an action or serve as a principal basis', 'O': 'identified as high-risk for pest infestation, it is prioritized for inspection', 'W': '', 'H': ''}",The stated prioritization does not explain a limiting mechanism preventing principal reliance.,0.94,U,0
3,linguistic scope and negation,DHS-95,YES,YES,NO,NO,NO,NO,U,"{'P': 'does not serve as a principal basis', 'O': 'create quantifiable risk measures', 'W': '', 'H': ''}",Non-sharing with users does not itself explain why downstream use cannot be a principal basis.,0.9,U,0
3,linguistic scope and negation,DOE-574,NO,NO,NO,NO,NO,NO,U,"{'P': '', 'O': '', 'W': '', 'H': ''}","The rationale identifies integration but no AI output, policy predicate, or limiting mechanism.",0.98,U,0
3,linguistic scope and negation,DOE-579,NO,NO,NO,NO,NO,NO,U,"{'P': '', 'O': '', 'W': '', 'H': ''}","No disclosed predicate, output, or mechanism.",0.99,U,0
3,linguistic scope and negation,DOE-588,NO,NO,NO,NO,NO,NO,U,"{'P': '', 'O': '', 'W': '', 'H': ''}","Development stage and undetermined impact are temporal statements, not a rebuttal mechanism.",0.99,U,0
3,linguistic scope and negation,DOE-629,NO,NO,NO,NO,NO,NO,U,"{'P': '', 'O': '', 'W': '', 'H': ''}","Development stage and undetermined impact are temporal statements, not a rebuttal mechanism.",0.99,U,0
3,linguistic scope and negation,DOE-713,NO,NO,NO,NO,NO,NO,U,"{'P': '', 'O': '', 'W': '', 'H': ''}","Development stage and undetermined impact are temporal statements, not a rebuttal mechanism.",0.99,U,0
3,linguistic scope and negation,DOJ-0009,YES,NO,NO,NO,NO,NO,U,"{'P': 'does not produce an output that serves as a principal basis', 'O': '', 'W': '', 'H': ''}",The rationale states only a predicate-level conclusion and identifies no output or mechanism.,0.99,U,0
3,linguistic scope and negation,DOJ-0014,YES,NO,NO,NO,NO,NO,U,"{'P': 'does not produce an output that serves as a principal basis', 'O': '', 'W': '', 'H': ''}",The rationale states only a predicate-level conclusion and identifies no output or mechanism.,0.99,U,0
3,linguistic scope and negation,DOJ-0019,YES,NO,NO,NO,NO,NO,U,"{'P': 'does not produce an output that serves as a principal basis', 'O': '', 'W': '', 'H': ''}",The rationale states only a predicate-level conclusion and identifies no output or mechanism.,0.99,U,0
3,linguistic scope and negation,DOJ-0021,YES,NO,NO,NO,NO,NO,U,"{'P': 'does not produce an output that serves as a principal basis', 'O': '', 'W': '', 'H': ''}",The rationale states only a predicate-level conclusion and identifies no output or mechanism.,0.99,U,0
3,linguistic scope and negation,DOJ-0022,YES,NO,NO,NO,NO,NO,U,"{'P': 'does not produce an output that serves as a principal basis', 'O': '', 'W': '', 'H': ''}",The rationale states only a predicate-level conclusion and identifies no output or mechanism.,0.99,U,0
3,linguistic scope and negation,DOJ-0029,YES,NO,NO,NO,NO,NO,U,"{'P': 'does not produce an output that serves as a principal basis', 'O': '', 'W': '', 'H': ''}",The rationale states only a predicate-level conclusion and identifies no output or mechanism.,0.99,U,0
3,linguistic scope and negation,DOJ-0030,YES,NO,NO,NO,NO,NO,U,"{'P': 'does not produce an output that serves as a principal basis', 'O': '', 'W': '', 'H': ''}",The rationale states only a predicate-level conclusion and identifies no output or mechanism.,0.99,U,0
3,linguistic scope and negation,DOJ-0031,YES,NO,NO,NO,NO,NO,U,"{'P': 'does not produce an output that serves as a principal basis', 'O': '', 'W': '', 'H': ''}",The rationale states only a predicate-level conclusion and identifies no output or mechanism.,0.99,U,0
3,linguistic scope and negation,DOJ-0032,YES,NO,NO,NO,NO,NO,U,"{'P': 'does not produce an output that serves as a principal basis', 'O': '', 'W': '', 'H': ''}",The rationale states only a predicate-level conclusion and identifies no output or mechanism.,0.99,U,0
3,linguistic scope and negation,DOJ-0033,YES,NO,NO,NO,NO,NO,U,"{'P': 'does not produce an output that serves as a principal basis', 'O': '', 'W': '', 'H': ''}",The rationale states only a predicate-level conclusion and identifies no output or mechanism.,0.99,U,0
3,linguistic scope and negation,DOJ-0040,YES,NO,NO,NO,NO,NO,U,"{'P': 'does not produce an output that serves as a principal basis', 'O': '', 'W': '', 'H': ''}",The rationale states only a predicate-level conclusion and identifies no output or mechanism.,0.99,U,0
3,linguistic scope and negation,DOJ-0041,YES,NO,NO,NO,NO,NO,U,"{'P': 'does not produce an output that serves as a principal basis', 'O': '', 'W': '', 'H': ''}",The rationale states only a predicate-level conclusion and identifies no output or mechanism.,0.99,U,0
3,linguistic scope and negation,DOJ-0042,YES,UNCLEAR,NO,NO,NO,NO,U,"{'P': 'legal, material, binding, or significant effect', 'O': '', 'W': '', 'H': ''}",The rationale identifies only an unspecified output and asserts the conclusion without a limiting mechanism.,0.98,U,0
3,linguistic scope and negation,DOJ-0043,YES,UNCLEAR,NO,NO,NO,NO,U,"{'P': 'legal, material, binding, or significant effect', 'O': '', 'W': '', 'H': ''}",The rationale identifies only an unspecified output and asserts the conclusion without a limiting mechanism.,0.98,U,0
3,linguistic scope and negation,DOJ-0044,YES,UNCLEAR,NO,NO,NO,NO,U,"{'P': 'legal, material, binding, or significant effect', 'O': '', 'W': '', 'H': ''}",The rationale identifies only an unspecified output and asserts the conclusion without a limiting mechanism.,0.98,U,0
3,linguistic scope and negation,DOJ-0072,YES,UNCLEAR,NO,NO,NO,NO,U,"{'P': 'legal, material, binding, or significant effect', 'O': '', 'W': '', 'H': ''}",The rationale identifies only an unspecified output and asserts the conclusion without a limiting mechanism.,0.98,U,0
3,linguistic scope and negation,DOJ-0073,YES,UNCLEAR,NO,NO,NO,NO,U,"{'P': 'legal, material, binding, or significant effect', 'O': '', 'W': '', 'H': ''}",The rationale identifies only an unspecified output and asserts the conclusion without a limiting mechanism.,0.98,U,0
3,linguistic scope and negation,DOJ-0102,YES,UNCLEAR,NO,NO,NO,NO,U,"{'P': 'legal, material, binding, or significant effect', 'O': '', 'W': '', 'H': ''}",The rationale identifies only an unspecified output and asserts the conclusion without a limiting mechanism.,0.98,U,0
3,linguistic scope and negation,DOJ-0153,YES,UNCLEAR,NO,NO,NO,NO,U,"{'P': 'legal, material, binding, or significant effect', 'O': '', 'W': '', 'H': ''}",The rationale identifies only an unspecified output and asserts the conclusion without a limiting mechanism.,0.98,U,0
3,linguistic scope and negation,DOJ-0220,YES,UNCLEAR,NO,NO,NO,NO,U,"{'P': 'legal, material, binding, or significant effect', 'O': '', 'W': '', 'H': ''}",The rationale identifies only an unspecified output and asserts the conclusion without a limiting mechanism.,0.98,U,0
3,linguistic scope and negation,DOJ-0221,YES,UNCLEAR,NO,NO,NO,NO,U,"{'P': 'legal, material, binding, or significant effect', 'O': '', 'W': '', 'H': ''}",The rationale identifies only an unspecified output and asserts the conclusion without a limiting mechanism.,0.98,U,0
3,linguistic scope and negation,DOJ-0235,YES,UNCLEAR,NO,NO,NO,NO,U,"{'P': 'legal, material, binding, or significant effect', 'O': '', 'W': '', 'H': ''}",The rationale identifies only an unspecified output and asserts the conclusion without a limiting mechanism.,0.98,U,0
3,linguistic scope and negation,DOJ-0239,YES,UNCLEAR,NO,NO,NO,NO,U,"{'P': 'legal, material, binding, or significant effect', 'O': '', 'W': '', 'H': ''}",The rationale identifies only an unspecified output and asserts the conclusion without a limiting mechanism.,0.98,U,0
3,linguistic scope and negation,DOJ-0265,YES,UNCLEAR,NO,NO,NO,NO,U,"{'P': 'legal, material, binding, or significant effect', 'O': '', 'W': '', 'H': ''}",The rationale identifies only an unspecified output and asserts the conclusion without a limiting mechanism.,0.98,U,0
3,linguistic scope and negation,DOJ-0271,YES,UNCLEAR,NO,NO,NO,NO,U,"{'P': 'legal, material, binding, or significant effect', 'O': '', 'W': '', 'H': ''}",The rationale identifies only an unspecified output and asserts the conclusion without a limiting mechanism.,0.98,U,0
3,linguistic scope and negation,DOJ-0315,YES,UNCLEAR,NO,NO,NO,NO,U,"{'P': 'legal, material, binding, or significant effect', 'O': '', 'W': '', 'H': ''}",The rationale identifies only an unspecified output and asserts the conclusion without a limiting mechanism.,0.98,U,0
3,linguistic scope and negation,DOJ-0326,YES,UNCLEAR,NO,NO,NO,NO,U,"{'P': 'legal, material, binding, or significant effect', 'O': '', 'W': '', 'H': ''}",The rationale identifies only an unspecified output and asserts the conclusion without a limiting mechanism.,0.98,U,0
3,linguistic scope and negation,DOJ-0332,YES,UNCLEAR,NO,NO,NO,NO,U,"{'P': 'legal, material, binding, or significant effect', 'O': '', 'W': '', 'H': ''}",The rationale identifies only an unspecified output and asserts the conclusion without a limiting mechanism.,0.98,U,0
3,linguistic scope and negation,DOJ-0357-R01,YES,UNCLEAR,NO,NO,NO,NO,U,"{'P': 'legal, material, binding, or significant effect', 'O': '', 'W': '', 'H': ''}",The rationale identifies only an unspecified output and asserts the conclusion without a limiting mechanism.,0.98,U,0
3,linguistic scope and negation,DOJ-0357-R02,YES,UNCLEAR,NO,NO,NO,NO,U,"{'P': 'legal, material, binding, or significant effect', 'O': '', 'W': '', 'H': ''}",The rationale identifies only an unspecified output and asserts the conclusion without a limiting mechanism.,0.98,U,0
3,linguistic scope and negation,DOJ-0362,YES,UNCLEAR,NO,NO,NO,NO,U,"{'P': 'legal, material, binding, or significant effect', 'O': '', 'W': '', 'H': ''}",The rationale identifies only an unspecified output and asserts the conclusion without a limiting mechanism.,0.98,U,0
3,linguistic scope and negation,DOJ-0363,YES,UNCLEAR,NO,NO,NO,NO,U,"{'P': 'legal, material, binding, or significant effect', 'O': '', 'W': '', 'H': ''}",The rationale identifies only an unspecified output and asserts the conclusion without a limiting mechanism.,0.98,U,0
3,linguistic scope and negation,46,NO,NO,NO,NO,NO,NO,U,"{'P': '', 'O': '', 'W': '', 'H': ''}",No rationale was disclosed.,1.0,U,0
3,linguistic scope and negation,MISSING-6FB970D7652E,YES,YES,NO,NO,YES,NO,S,"{'P': 'principal basis for decisions or actions with legal, material, binding, or significant effect', 'O': 'extracting key data points from scanned notices', 'W': 'narrowly focused on extracting key data points from scanned notices. The outputs do not serve as a principal basis', 'H': ''}",,0.94,S,0
3,linguistic scope and negation,MISSING-404BD6C1AE03,YES,YES,NO,NO,YES,NO,S,"{'P': 'do not serve as a principal basis', 'O': 'extracting key data points', 'W': 'narrowly focused on extracting key data points', 'H': ''}",,0.91,S,0
3,linguistic scope and negation,MISSING-2045216ACC4E,YES,YES,NO,NO,NO,YES,D,"{'P': 'does not serve as the basis for decisions', 'O': 'detect anomalous or inconsistent patterns', 'W': 'in tandem with other data', 'H': 'CMS makes all determinations on actions'}",The other data are not identified as an independent constraining basis.,0.95,D,0
3,linguistic scope and negation,MISSING-F55AC1E5A2AD,YES,YES,NO,NO,NO,YES,D,"{'P': 'does not serve as the basis for decisions', 'O': 'detect patterns that are inconsistent or anomalous', 'W': 'additional information derived outside of this AI tool', 'H': 'CMS makes all determinations on actions'}",The additional information is not specified as an independent constraining basis.,0.95,D,0
3,linguistic scope and negation,MISSING-7DF6162305FD,NO,NO,NO,NO,NO,NO,U,"{'P': '', 'O': '', 'W': '', 'H': ''}",Research-only and non-operational language does not identify an output or a qualifying limiting mechanism.,0.94,U,0
3,linguistic scope and negation,MISSING-E9650DD065E1,YES,YES,NO,NO,NO,NO,U,"{'P': 'significant effect on human health and safety', 'O': 'detects the motion of an individual scratching', 'W': '', 'H': ''}",,0.97,U,0
3,linguistic scope and negation,MISSING-18A285367578,NO,YES,NO,NO,NO,YES,D,"{'P': '', 'O': 'recommendation system only', 'W': '', 'H': 'mandatory human review and approval'}",Recommendation-only language supplies no non-human limiting mechanism.,0.96,D,0
3,linguistic scope and negation,MISSING-AB553836F519,NO,YES,NO,NO,NO,YES,D,"{'P': '', 'O': 'filter relevant video', 'W': '', 'H': 'outputs are verified by humans'}",,0.97,D,0
3,linguistic scope and negation,MISSING-4B41CCE5A80E,NO,YES,NO,NO,NO,NO,U,"{'P': '', 'O': 'automate label extraction', 'W': '', 'H': ''}",,0.96,U,0
3,linguistic scope and negation,MISSING-94D0D1898672,NO,YES,NO,NO,NO,YES,D,"{'P': '', 'O': 'AI-generated output supports subject matter experts', 'W': '', 'H': 'every referral decision undergoes 100% human review'}",Assistive-tool language is not a qualifying narrow mechanism.,0.96,D,0
3,linguistic scope and negation,MISSING-91EA622F8902,YES,YES,NO,NO,NO,YES,D,"{'P': 'does not drive any agency decision', 'O': 'recommendation to assign a grant application', 'W': '', 'H': 'can accept, reject, or reassign'}",Staff discretion does not itself identify a non-AI alternative that avoids dependence on the output.,0.9,D,0
3,linguistic scope and negation,MISSING-8A490802AE57,NO,YES,NO,NO,NO,YES,D,"{'P': '', 'O': 'AI-generated output supports subject matter experts', 'W': '', 'H': 'every referral decision undergoes 100% human review'}",Assistive-tool language is not a qualifying narrow mechanism.,0.96,D,0
3,linguistic scope and negation,MISSING-C38B75F17C3C,YES,YES,YES,YES,YES,YES,S,"{'P': 'not a principal basis for any legal or binding decision', 'O': 'produces non-binding recommendations', 'W': 'funding and programmatic decisions are made through established peer review', 'H': 'full discretion to ignore or override'}",,0.96,S,0
3,linguistic scope and negation,NASA-234,YES,NO,NO,NO,NO,NO,U,"{'P': 'cannot harm humans or impact rights', 'O': '', 'W': '', 'H': ''}",The rationale does not identify what the AI supplies or how it is used.,0.94,U,0
3,linguistic scope and negation,NASA-398,YES,YES,NO,NO,NO,NO,U,"{'P': 'avoid privacy issues', 'O': 'people are counted', 'W': '', 'H': ''}",Immediate deletion limits retention but is not connected to principal-basis decisionmaking.,0.88,U,0
3,linguistic scope and negation,NASA-487,NO,YES,NO,NO,NO,NO,U,"{'P': '', 'O': 'gives information for a crew to act upon', 'W': '', 'H': ''}",Informational-purposes language alone is not a limiting mechanism.,0.95,U,0
3,linguistic scope and negation,TBD-R01,YES,NO,NO,NO,NO,NO,U,"{'P': 'does not actually ""serve as a principal basis for""', 'O': '', 'W': '', 'H': ''}",No output or workflow is identified.,0.98,U,0
3,linguistic scope and negation,TBD-R02,YES,NO,NO,NO,NO,NO,U,"{'P': 'does not actually ""serve as a principal basis for""', 'O': '', 'W': '', 'H': ''}",No output or workflow is identified.,0.98,U,0
3,linguistic scope and negation,TREAS-94,YES,YES,NO,NO,NO,YES,D,"{'P': 'does not approve contracts', 'O': 'offers recommendations', 'W': 'multiple information sources', 'H': 'Final decisions are made by agency officials'}",Multiple information sources are unnamed and do not establish an independent-basis mechanism.,0.93,D,0
3,linguistic scope and negation,TREAS-IRS-75,NO,UNCLEAR,NO,NO,NO,NO,U,"{'P': '', 'O': 'may examine AI bias', 'W': '', 'H': ''}",The modal research description does not assert an operational AI output or workflow.,0.97,U,0
3,linguistic scope and negation,TREAS-IRS-9,NO,YES,NO,NO,NO,YES,D,"{'P': '', 'O': 'AI makes recommendations only', 'W': '', 'H': 'multiple layers of review by agency officials'}",,0.96,D,0
3,linguistic scope and negation,USDA-048,YES,YES,YES,NO,NO,NO,S,"{'P': 'principal basis for decisions', 'O': 'information extraction', 'W': 'vetted through aerial imagery analysis, the Oklahoma Conservation Commission', 'H': ''}",,0.97,S,0
3,linguistic scope and negation,USDA-175,YES,YES,NO,NO,NO,YES,D,"{'P': 'not making any final decisions', 'O': 'only recommendations', 'W': '', 'H': 'authorized staff to review'}",,0.94,D,0
4,adversarial false-positive audit,DHS-101,YES,NO,NO,NO,NO,NO,U,"{'P': 'do not serve as a principal basis for a decision or action', 'O': '', 'W': '', 'H': ''}",The rationale denies the predicate but never identifies the output or a limiting mechanism.,0.99,U,0
4,adversarial false-positive audit,DHS-123,YES,NO,NO,NO,NO,YES,D,"{'P': 'output serves as a principal basis for a decision or action concerning a specific individual or entity...', 'O': '', 'W': '', 'H': 'a human is in the loop making a further determatination'}",“Never the only basis” names no independent evidence or constraining process.,0.98,D,0
4,adversarial false-positive audit,DHS-125,YES,YES,YES,NO,YES,YES,S,"{'P': 'do not serve as a principal basis for law enforcement action or decision', 'O': 'investigative insights in the form of data, information leads or connections that HSI personnel can use to inform investigations', 'W': 'Any enforcement decisions related to these insights are outcomes of the full Federal Investigation Process involving verifying any insights as evidence', 'H': 'all insights are reviewed and validated by both personnel and supervisors'}",,0.96,S,0
4,adversarial false-positive audit,DHS-14,YES,YES,YES,NO,YES,YES,S,"{'P': 'do not serve as a principal basis for a decision or action', 'O': 'identifies whether a fingerprint collected is of sufficient quality to pass the FBI fingerprint check process', 'W': 'This quality assurance step is one task in a series of adjudication activities but is not determinative of the overall adjudication decision.', 'H': 'Results of FBI fingerprint checks are subsequently reviewed by a human'}",,0.97,S,0
4,adversarial false-positive audit,DHS-180,YES,YES,YES,YES,YES,YES,S,"{'P': 'do not serve as a principal basis for a decision or action', 'O': 'suggested aliases and DOBs related to the individual query, which USCIS staff must review to accept, reject, or ignore', 'W': 'Completing such adjudications are not dependent on the use case however lack of this tool would significantly increase human processing times', 'H': 'USCIS staff must review to accept, reject, or ignore the suggested information'}",,0.94,S,0
4,adversarial false-positive audit,DHS-183,YES,YES,NO,NO,NO,NO,U,"{'P': 'do not serve as a principal basis for a decision or action', 'O': 'only provides the officer with complied public information', 'W': '', 'H': ''}",Calling the output compiled public information does not explain why it cannot principally ground an action.,0.97,U,0
4,adversarial false-positive audit,DHS-188,NO,UNCLEAR,NO,NO,NO,NO,U,"{'P': '', 'O': 'identifying the alpha-numeric values of the conveyances in front of it', 'W': '', 'H': ''}","The output is identified, but its workflow role and the relevant high-impact predicate are absent.",0.98,U,0
4,adversarial false-positive audit,DHS-189,YES,YES,NO,YES,YES,NO,S,"{'P': 'do not serve as a principal basis for a decision or action', 'O': 'a real-time advisory message to the submitter of the photo that it is of insufficient quality for card production', 'W': 'the submitter may choose to resubmit or not. While adjudication of EADs is not dependent on this use case', 'H': ''}",,0.98,S,0
4,adversarial false-positive audit,DHS-194,YES,YES,YES,NO,NO,YES,S,"{'P': 'does not serve as a principal basis for any decisions or actions', 'O': 'a bounding box is placed around the suspected IoI in the image and the user is notified of an alert', 'W': 'The user then reviews the image and decides if a dive team is required for further inspection.', 'H': 'The user then reviews the image and decides if a dive team is required'}","The image is treated as the identified non-AI evidentiary basis, distinct from the alert and bounding box.",0.86,S,0
4,adversarial false-positive audit,DHS-204,YES,YES,YES,NO,NO,YES,S,"{'P': 'do not serve as a principal basis for enforcement decisions', 'O': 'search responses that are accompanied by links to source material for further analysis', 'W': 'Any enforcement decisions related to these insights are outcomes of the full Federal Investigation Process involving verifying any insights as evidence.', 'H': 'all insights are reviewed and validated by both personnel and supervisors'}",,0.95,S,0
4,adversarial false-positive audit,DHS-234,YES,YES,NO,NO,YES,NO,S,"{'P': 'does not serve as a principal basis for decision or action', 'O': 'provides detections on the user interface back to users', 'W': 'system cannot autonomously mitigate an aircraft, it only detects and provides a digital track on the GUI/map for further user investigation', 'H': ''}",,0.94,S,0
4,adversarial false-positive audit,DHS-2363,YES,YES,NO,NO,NO,YES,D,"{'P': 'does not serve as a principal basis for a decision or action', 'O': 'detect anomalies in non-intrusive inspection images', 'W': '', 'H': 'If the officer feels physical review is required, the vehicle is moved to secondary inspection'}",Reviewing polygon-marked detections is review of the AI output; no independent basis for the secondary-inspection decision is stated.,0.95,D,0
4,adversarial false-positive audit,DHS-2365,YES,YES,NO,NO,NO,YES,D,"{'P': 'does not serve as a principal basis for a decision or action', 'O': 'detect anomalies in non-intrusive inspection images', 'W': '', 'H': 'If the officer feels physical review is required, the vehicle is moved to secondary inspection'}",Reviewing polygon-marked detections is review of the AI output; no independent basis for the secondary-inspection decision is stated.,0.95,D,0
4,adversarial false-positive audit,DHS-2383,NO,YES,NO,NO,NO,NO,U,"{'P': '', 'O': 'The pilot receives a visual alert on the hand controller, indicating a possible collision', 'W': '', 'H': ''}","The rationale describes operation, including autonomous aircraft responses, but does not rebut a high-impact predicate.",0.98,U,0
4,adversarial false-positive audit,DHS-24,YES,NO,NO,NO,NO,NO,U,"{'P': 'do not serve as a principal basis for a decision or action', 'O': '', 'W': '', 'H': ''}",The rationale supplies only predicate denials and never identifies the output or a mechanism.,0.99,U,0
4,adversarial false-positive audit,DHS-2417,YES,YES,NO,YES,YES,NO,S,"{'P': 'CBP does not make any decision or action based on a no-match.', 'O': 'the service cannot match a traveler', 'W': 'the traveler may continue check-in/bag drop via another means. CBP does not make any decision or action based on a no-match.', 'H': ''}",,0.98,S,0
4,adversarial false-positive audit,DHS-2427,YES,YES,YES,NO,YES,YES,S,"{'P': 'do not serve as a principal basis for law enforcement action or decision', 'O': 'investigative insights in the form of data, information leads or connections that HSI personnel can use to inform investigations', 'W': 'Any enforcement decisions related to these insights are outcomes of the full Federal Investigation Process involving verifying any insights as evidence', 'H': 'all insights are reviewed and validated by both personnel and supervisors'}",,0.96,S,0
4,adversarial false-positive audit,DHS-2434,YES,YES,NO,NO,YES,NO,S,"{'P': 'does not actually ""serve as a principal basis for"" the relevant type of agency action or decision', 'O': 'The collated information supports decisions about staffing priorities', 'W': 'The collated information supports decisions about staffing priorities but is not used to make security-related or employment-related decisions.', 'H': ''}","Staffing priorities could border employment operations, but the rationale expressly bounds use away from employment-related decisions.",0.84,S,0
4,adversarial false-positive audit,DHS-2511,YES,YES,NO,NO,YES,YES,S,"{'P': 'with no direct impact on investigative decisions or legal outcomes', 'O': 'detecting and obscuring faces, objects, or sensitive information', 'W': 'the tool does not perform 1:1 facial matching or identification, and its outputs are strictly limited to redactions', 'H': 'subject to comprehensive human review and editing before finalization'}",,0.97,S,0
4,adversarial false-positive audit,DHS-2517,YES,YES,YES,NO,NO,YES,S,"{'P': 'do not serve as a principal basis for any law enforcement action or decision', 'O': 'investigative insights', 'W': 'Any enforcement decisions related to these insights are outcomes of the full Federal Investigation Process involving verifying any insights as evidence', 'H': 'all insights are reviewed and validated by both personnel and supervisors'}",,0.96,S,0
4,adversarial false-positive audit,DHS-2543,YES,YES,NO,NO,YES,NO,S,"{'P': 'not used to make security-related or employment-related decisions', 'O': 'collates information provided by or authorized to be collected by an employee', 'W': 'The collated information supports decisions about staffing priorities but is not used to make security-related or employment-related decisions.', 'H': ''}","Staffing priorities could border employment operations, but the stated use restriction expressly excludes employment-related decisions.",0.85,S,0
4,adversarial false-positive audit,DHS-2547,YES,YES,NO,NO,NO,YES,D,"{'P': 'outputs do not directly serve as a principal basis for enforcement actions or regulatory decisions', 'O': 'the AI-generated knowledge graph provides a foundation for further human-led investigation', 'W': '', 'H': 'provides a foundation for further human-led investigation'}",“Source validation through separate processes” does not identify the sources or processes and therefore cannot establish an independent-basis mechanism.,0.97,D,0
4,adversarial false-positive audit,DHS-2552,YES,YES,UNCLEAR,NO,UNCLEAR,YES,D,"{'P': 'outputs do not serve as a ""principal basis"" for decisions or actions with legal, material, binding, or significant effects', 'O': 'AI-generated tags and app artifacts are suggestions', 'W': 'require manual validation and further investigation before enforcement actions are taken', 'H': 'designed to assist analysts in prioritizing human review'}",Manual validation and further investigation are not specified enough to establish an independent basis; describing outputs as suggestions does not itself constrain their influence.,0.91,D,0
4,adversarial false-positive audit,DHS-2565,NO,UNCLEAR,NO,NO,NO,NO,U,"{'P': '', 'O': 'identify people, animals, and vehicles as well as extract license plate information', 'W': '', 'H': ''}","The operational use of extracted information remains expressly undetermined, and the rationale offers only a temporal defense.",0.99,U,0
4,adversarial false-positive audit,DHS-2568,YES,YES,YES,NO,NO,YES,S,"{'P': 'does not serve as the principal basis for decisions or actions', 'O': 'User is provided with information for detected objects lacking AIS signal.', 'W': 'a trained CBP agent or user, reviews the image to identify and classify the activity taking place', 'H': 'a trained CBP agent or user, reviews the image'}","The reviewed sensor image is identifiable non-AI evidence, although the rationale does not describe the later decision in detail.",0.84,S,0
