id,inventory_id,agency,use_case_name,development_stage,topic_area,rationale,consensus_P,consensus_O,consensus_W_ind,consensus_W_opt,consensus_W_nar,consensus_H,consensus_status,status_votes,status_agreement_n,unanimous,mean_confidence,formula_corrections,representative_excerpts,argument_status,legacy_status,legacy_matches_consensus
DOJ-0041,DOJ-0041,DOJ,"R (Forecasting, predictive analytics, data/statistical analysis)",Pre-deployment,Law Enforcement,"Does not produce an output that serves as a principal basis for decisions or actions with legal, material, binding, or significant effect on any of the individuals or entities identified in OMB-25-21.",YES,NO,NO,NO,NO,NO,U,"{""U"": 5}",5,1,0.992,0,"serves as a principal basis for decisions or actions with legal, material, binding, or significant effect || does not produce an output that serves as a principal basis",U: publicly unresolved,U,True
DOJ-0042,DOJ-0042,DOJ,"Stata (Forecasting, predictive analytics, data/statistical analysis)",Pre-deployment,Law Enforcement,"Does not produce an output that serves as a principal basis for decisions or actions with legal, material, binding, or significant effect on any of the individuals or entities identified in OMB-25-21.",YES,NO,NO,NO,NO,NO,U,"{""U"": 5}",5,1,0.9880000000000001,0,"principal basis for decisions or actions with legal, material, binding, or significant effect || an output || legal, material, binding, or significant effect",U: publicly unresolved,U,True
DOJ-0043,DOJ-0043,DOJ,"Matlab (Forecasting, predictive analytics, data/statistical analysis)",Pre-deployment,Law Enforcement,"Does not produce an output that serves as a principal basis for decisions or actions with legal, material, binding, or significant effect on any of the individuals or entities identified in OMB-25-21.",YES,NO,NO,NO,NO,NO,U,"{""U"": 5}",5,1,0.9880000000000001,0,"principal basis for decisions or actions with legal, material, binding, or significant effect || an output || legal, material, binding, or significant effect",U: publicly unresolved,U,True
DOJ-0044,DOJ-0044,DOJ,"Databricks (Forecasting, predictive analytics, data/statistical analysis)",Pilot,Law Enforcement,"Does not produce an output that serves as a principal basis for decisions or actions with legal, material, binding, or significant effect on any of the individuals or entities identified in OMB-25-21.",YES,NO,NO,NO,NO,NO,U,"{""U"": 5}",5,1,0.9880000000000001,0,"principal basis for decisions or actions with legal, material, binding, or significant effect || an output || legal, material, binding, or significant effect",U: publicly unresolved,U,True
DOJ-0072,DOJ-0072,DOJ,Data & Analytics: Threat and Security Incident Monitoring,Pilot,Law Enforcement,"Does not produce an output that serves as a principal basis for decisions or actions with legal, material, binding, or significant effect on any of the individuals or entities identified in OMB-25-21.",YES,NO,NO,NO,NO,NO,U,"{""U"": 5}",5,1,0.9880000000000001,0,"principal basis for decisions or actions with legal, material, binding, or significant effect || an output || legal, material, binding, or significant effect",U: publicly unresolved,U,True
DOJ-0073,DOJ-0073,DOJ,Data & Analytics: Transportation OCR,Pre-deployment,Law Enforcement,"Does not produce an output that serves as a principal basis for decisions or actions with legal, material, binding, or significant effect on any of the individuals or entities identified in OMB-25-21.",YES,NO,NO,NO,NO,NO,U,"{""U"": 5}",5,1,0.9880000000000001,0,"principal basis for decisions or actions with legal, material, binding, or significant effect || an output || legal, material, binding, or significant effect",U: publicly unresolved,U,True
DOJ-0102,DOJ-0102,DOJ,eLitigation Tools,Deployed,Law Enforcement,"Does not produce an output that serves as a principal basis for decisions or actions with legal, material, binding, or significant effect on any of the individuals or entities identified in OMB-25-21.",YES,NO,NO,NO,NO,NO,U,"{""U"": 5}",5,1,0.9880000000000001,0,"principal basis for decisions or actions with legal, material, binding, or significant effect || an output || legal, material, binding, or significant effect",U: publicly unresolved,U,True
DOJ-0153,DOJ-0153,DOJ,Google Translate,Deployed,Admin Functions,"Does not produce an output that serves as a principal basis for decisions or actions with legal, material, binding, or significant effect on any of the individuals or entities identified in OMB-25-21.",YES,NO,NO,NO,NO,NO,U,"{""U"": 5}",5,1,0.9880000000000001,0,"principal basis for decisions or actions with legal, material, binding, or significant effect || an output || legal, material, binding, or significant effect",U: publicly unresolved,U,True
DOJ-0220,DOJ-0220,DOJ,AWS Transcribe,Deployed,Law Enforcement,"Does not produce an output that serves as a principal basis for decisions or actions with legal, material, binding, or significant effect on any of the individuals or entities identified in OMB-25-21.",YES,NO,NO,NO,NO,NO,U,"{""U"": 5}",5,1,0.9880000000000001,0,"principal basis for decisions or actions with legal, material, binding, or significant effect || an output || legal, material, binding, or significant effect",U: publicly unresolved,U,True
DOJ-0221,DOJ-0221,DOJ,AWS Translate,Deployed,Law Enforcement,"Does not produce an output that serves as a principal basis for decisions or actions with legal, material, binding, or significant effect on any of the individuals or entities identified in OMB-25-21.",YES,NO,NO,NO,NO,NO,U,"{""U"": 5}",5,1,0.9880000000000001,0,"principal basis for decisions or actions with legal, material, binding, or significant effect || an output || legal, material, binding, or significant effect",U: publicly unresolved,U,True
DOJ-0235,DOJ-0235,DOJ,Aware,Deployed,Law Enforcement,"Does not produce an output that serves as a principal basis for decisions or actions with legal, material, binding, or significant effect on any of the individuals or entities identified in OMB-25-21.",YES,NO,NO,NO,NO,NO,U,"{""U"": 5}",5,1,0.9880000000000001,0,"principal basis for decisions or actions with legal, material, binding, or significant effect || an output || legal, material, binding, or significant effect",U: publicly unresolved,U,True
DOJ-0239,DOJ-0239,DOJ,Thomson Reuters CLEAR,Deployed,Law Enforcement,"Does not produce an output that serves as a principal basis for decisions or actions with legal, material, binding, or significant effect on any of the individuals or entities identified in OMB-25-21.",YES,NO,NO,NO,NO,NO,U,"{""U"": 5}",5,1,0.9880000000000001,0,"principal basis for decisions or actions with legal, material, binding, or significant effect || an output || legal, material, binding, or significant effect",U: publicly unresolved,U,True
DOJ-0265,DOJ-0265,DOJ,Public Comment Analysis,Deployed,Admin Functions,"Does not produce an output that serves as a principal basis for decisions or actions with legal, material, binding, or significant effect on any of the individuals or entities identified in OMB-25-21.",YES,NO,NO,NO,NO,NO,U,"{""U"": 5}",5,1,0.9880000000000001,0,"principal basis for decisions or actions with legal, material, binding, or significant effect || an output || legal, material, binding, or significant effect",U: publicly unresolved,U,True
DOJ-0271,DOJ-0271,DOJ,Pega GenAI,Pre-deployment,IT,"Does not produce an output that serves as a principal basis for decisions or actions with legal, material, binding, or significant effect on any of the individuals or entities identified in OMB-25-21.",YES,NO,NO,NO,NO,NO,U,"{""U"": 5}",5,1,0.9880000000000001,0,"principal basis for decisions or actions with legal, material, binding, or significant effect || an output || legal, material, binding, or significant effect",U: publicly unresolved,U,True
DOJ-0315,DOJ-0315,DOJ,Civil Rights Public Reporting Portal,Pre-deployment,Admin Functions,"Does not produce an output that serves as a principal basis for decisions or actions with legal, material, binding, or significant effect on any of the individuals or entities identified in OMB-25-21.",YES,NO,NO,NO,NO,NO,U,"{""U"": 5}",5,1,0.9880000000000001,0,"principal basis for decisions or actions with legal, material, binding, or significant effect || an output || legal, material, binding, or significant effect",U: publicly unresolved,U,True
DOJ-0326,DOJ-0326,DOJ,AWS Textract,Pre-deployment,Law Enforcement,"Does not produce an output that serves as a principal basis for decisions or actions with legal, material, binding, or significant effect on any of the individuals or entities identified in OMB-25-21.",YES,NO,NO,NO,NO,NO,U,"{""U"": 5}",5,1,0.9880000000000001,0,"principal basis for decisions or actions with legal, material, binding, or significant effect || an output || legal, material, binding, or significant effect",U: publicly unresolved,U,True
DOJ-0332,DOJ-0332,DOJ,ATR Expert/Consulting with Bates White,Deployed,Law Enforcement,"Does not produce an output that serves as a principal basis for decisions or actions with legal, material, binding, or significant effect on any of the individuals or entities identified in OMB-25-21.",YES,NO,NO,NO,NO,NO,U,"{""U"": 5}",5,1,0.9880000000000001,0,"principal basis for decisions or actions with legal, material, binding, or significant effect || an output || legal, material, binding, or significant effect",U: publicly unresolved,U,True
DOJ-0357-R01,DOJ-0357,DOJ,Creating and Maintaining IT Security Packages for Authorizations,Pre-deployment,Admin Functions,"Does not produce an output that serves as a principal basis for decisions or actions with legal, material, binding, or significant effect on any of the individuals or entities identified in OMB-25-21.",YES,NO,NO,NO,NO,NO,U,"{""U"": 5}",5,1,0.9880000000000001,0,"principal basis for decisions or actions with legal, material, binding, or significant effect || an output || legal, material, binding, or significant effect",U: publicly unresolved,U,True
DOJ-0357-R02,DOJ-0357,DOJ,Creating and Maintaining IT Security Packages for Authorizations,Pre-deployment,Admin Functions,"Does not produce an output that serves as a principal basis for decisions or actions with legal, material, binding, or significant effect on any of the individuals or entities identified in OMB-25-21.",YES,NO,NO,NO,NO,NO,U,"{""U"": 5}",5,1,0.9880000000000001,0,"principal basis for decisions or actions with legal, material, binding, or significant effect || an output || legal, material, binding, or significant effect",U: publicly unresolved,U,True
DOJ-0362,DOJ-0362,DOJ,Analyzing Prescription Monitoring Program Data,Pre-deployment,Law Enforcement,"Does not produce an output that serves as a principal basis for decisions or actions with legal, material, binding, or significant effect on any of the individuals or entities identified in OMB-25-21.",YES,NO,NO,NO,NO,NO,U,"{""U"": 5}",5,1,0.9880000000000001,0,"principal basis for decisions or actions with legal, material, binding, or significant effect || an output || legal, material, binding, or significant effect",U: publicly unresolved,U,True
DOJ-0363,DOJ-0363,DOJ,Analyze Financial Reports to Identify Linkages Across Investigations,Pre-deployment,Law Enforcement,"Does not produce an output that serves as a principal basis for decisions or actions with legal, material, binding, or significant effect on any of the individuals or entities identified in OMB-25-21.",YES,NO,NO,NO,NO,NO,U,"{""U"": 5}",5,1,0.9880000000000001,0,"principal basis for decisions or actions with legal, material, binding, or significant effect || an output || legal, material, binding, or significant effect",U: publicly unresolved,U,True
46,46,EPA,Briefcam,Pilot,Law Enforcement,,NO,NO,NO,NO,NO,NO,U,"{""U"": 5}",5,1,1.0,0,,U: publicly unresolved,U,True
MISSING-6FB970D7652E,,HHS,Structuring and Validating Completeness of Case Data Information,Deployed,Benefits Processing,"The use of AI is narrowly focused on extracting key data points from scanned notices. The outputs do not serve as a principal basis for decisions or actions with legal, material, binding, or significant effect on any of the 6 cases outlined in M-25-21, page 19.",YES,YES,NO,NO,UNCLEAR,NO,U,"{""S"": 1, ""U"": 4}",4,0,0.916,0,"principal basis for decisions or actions with legal, material, binding, or significant effect || extracting key data points from scanned notices || narrowly focused on extracting key data points from scanned notices || narrowly focused on extracting key data points from scanned notices. The outputs do not serve as a principal basis || narrowly focused on extracting key data points",S: minimally supported rebuttal,S,False
MISSING-404BD6C1AE03,,HHS,Structuring Notice of Concern Data,Deployed,Benefits Processing,"The use of AI is narrowly focused on extracting key data points from unstructured narratives and validating data completeness. The outputs do not serve as a principal basis for decisions or actions with legal, material, binding, or significant effect on any of the 6 cases outlined in M-25-21, page 19.",YES,YES,NO,NO,YES,NO,S,"{""S"": 4, ""U"": 1}",4,0,0.8859999999999999,0,"do not serve as a principal basis for decisions or actions with legal, material, binding, or significant effect || extracting key data points from unstructured narratives and validating data completeness || narrowly focused on extracting key data points || The use of AI is narrowly focused on extracting key data points || do not serve as a principal basis || extracting key data points || narrowly focused on extracting key data points from unstructured narratives || extracting key data points from unstructured narratives || The use of AI is narrowly focused on extracting key data points from unstructured narratives and validating data completeness. The outputs do not serve as a principal basis for decisions",S: minimally supported rebuttal,S,True
MISSING-2045216ACC4E,,HHS,Enhanced Direct Enrollment Outlier Detection,Pre-deployment,IT,"The Enhanced Direct Enrollment Outlier Detection use-case is not considered high-impact as it does not serve as the basis for decisions or actions that affect civil rights, liberties, privacy, critical resources, safety, or strategic assets. The AI models within this use-case use machine learning techniques to detect anomalous or inconsistent patterns relative to standard partner actions and other application channels outside of the EDE pathway. The findings are shared with the agency divisions in the form of different reports and tables. The data alone is not enough to determine fraud, however, can be used by CMS in tandem with other data to determine if CMS should take any corrective actions. CMS makes all determinations on actions.",YES,YES,NO,NO,NO,YES,D,"{""D"": 4, ""S"": 1}",4,0,0.932,0,"does not serve as the basis for decisions or actions that affect civil rights, liberties, privacy, critical resources, safety, or strategic assets || detect anomalous or inconsistent patterns relative to standard partner actions and other application channels outside of the EDE pathway || used by CMS in tandem with other data || CMS makes all determinations on actions. || findings are shared with the agency divisions in the form of different reports and tables || in tandem with other data || does not serve as the basis for decisions || detect anomalous or inconsistent patterns || CMS makes all determinations on actions || detect anomalous or inconsistent patterns relative to standard partner actions || The data alone is not enough to determine fraud",S: minimally supported rebuttal,S,False
MISSING-F55AC1E5A2AD,,HHS,Agent/Broker Fraud Analysis (ABCQI),Pre-deployment,IT,"The Agent/Broker Fraud use-case is not considered high-impact as it does not serve as the basis for decisions or actions that affect civil rights, liberties, privacy, critical resources, safety, or strategic assets. The AI models within this use-case use machine learning techniques to detect patterns that are inconsistent or anomalous relative to standard consumer, agent broker, and partner actions. Our findings are shared with the agency divisions in the form of reports and tables and can be used in combination with additional information derived outside of this AI tool to determine if CMS should take any corrective actions. All outcomes are internal facing. CMS makes all determinations on actions.",YES,YES,UNCLEAR,NO,NO,YES,D,"{""D"": 5}",5,1,0.9279999999999999,0,"does not serve as the basis for decisions or actions that affect civil rights, liberties, privacy, critical resources, safety, or strategic assets || detect patterns that are inconsistent or anomalous relative to standard consumer, agent broker, and partner actions || additional information derived outside of this AI tool || CMS makes all determinations on actions. || findings are shared with the agency divisions in the form of reports and tables || in combination with additional information derived outside of this AI tool || does not serve as the basis for decisions || detect patterns that are inconsistent or anomalous || CMS makes all determinations on actions",U: publicly unresolved,U,False
MISSING-7DF6162305FD,,HHS,CDER Regulatory Science Research (RSR) Projects AI for Process Control in Advanced Manufacturing,Deployed,Science,"This project explores the use of AI in advanced pharmaceutical manufacturing as part of an exploratory R&D effort focused on model predictive control strategies. The AI components are used solely in a research context to improve understanding of AI-enabled control systems and inform future regulatory readiness. The project does not involve operational use, decision-making, or direct impact on the public or regulated entities. Therefore, it does not meet the definition of a high-impact AI use case under OMB M-25-21.",UNCLEAR,UNCLEAR,NO,NO,NO,NO,U,"{""U"": 5}",5,1,0.916,0,"does not involve operational use, decision-making, or direct impact on the public or regulated entities || used solely in a research context to improve understanding of AI-enabled control systems || inform future regulatory readiness",U: publicly unresolved,U,True
MISSING-E9650DD065E1,,HHS,Developing an Objective and Quantitative Endpoint for Atopic Dermatitis in Pediatric and Adult Populations,Deployed,Health and Medical,"The purpose of this study is to validate the Emerald technology to see if it accurately detects the motion of an individual scratching. The act of scratching would not be considered to have a significant effect on human health and safety, which means this study is not a high-impact AI use case based on the definition in OMB M-25-21.",YES,YES,NO,NO,NO,NO,U,"{""S"": 1, ""U"": 4}",4,0,0.9179999999999999,0,would not be considered to have a significant effect on human health and safety || detects the motion of an individual scratching || detects the motion of an individual scratching. The act of scratching would not be considered to have a significant effect on human health and safety || significant effect on human health and safety || accurately detects the motion of an individual scratching,U: publicly unresolved,U,True
MISSING-18A285367578,,HHS,FOIA REDACTION (FRED) TOOL,Deployed,Health and Medical,"FRED should not be considered a high-impact AI use case because: a. It operates as a recommendation system only, with mandatory human review and approval required for all outputs. b. No automated decisions are made - humans retain full control over all redaction decisions. c. It serves as an assistive tool to improve efficiency while maintaining human oversight and accountability for all FOIA compliance decisions.",YES,YES,NO,NO,NO,YES,D,"{""D"": 5}",5,1,0.9460000000000001,0,all FOIA compliance decisions || operates as a recommendation system only || mandatory human review and approval required for all outputs || FOIA compliance decisions || It operates as a recommendation system only || recommendation system only || mandatory human review and approval,D: public defeater undefeated,D,True
MISSING-AB553836F519,,HHS,AI-Powered Video Analytics for Law Enforcement,Deployed,Law Enforcement,"AI is used to filter relevant video, but outputs are verified by humans, decisions/actions are performed by humans",NO,YES,NO,NO,NO,YES,D,"{""D"": 5}",5,1,0.952,0,"AI is used to filter relevant video || outputs are verified by humans || decisions/actions are performed by humans || filter relevant video || outputs are verified by humans, decisions/actions are performed by humans || used to filter relevant video",U: publicly unresolved,U,False
MISSING-4B41CCE5A80E,,HHS,Computer Vision to translate and mine Product Labeling photos to analyze labeling for potential violations,Pre-deployment,Health and Medical,"The Computer Vision (CV) project aims to automate label extraction (identification of label information) for regulatory compliance, reducing manual effort and improving accuracy in detecting label discrepancies.",NO,YES,NO,NO,NO,NO,U,"{""U"": 5}",5,1,0.968,0,automate label extraction (identification of label information) for regulatory compliance || automate label extraction,U: publicly unresolved,U,True
MISSING-94D0D1898672,,HHS,NICHD RPAB AI/ML NICHD Relevance Model,Pilot,Admin Functions,"The primary objective is to improve the efficiency, accuracy, and consistency of grant application referral assignments while streamlining the internal process for referring new applications. The AI-generated output supports subject matter experts by providing additional information that helps them make faster decisions and prioritize applications for review. All AI output is used solely as an assistive tool, and every referral decision undergoes 100% human review. Therefore, this use case does not meet the definition of a high-impact AI.",NO,YES,NO,NO,NO,YES,D,"{""D"": 5}",5,1,0.9480000000000001,0,providing additional information that helps them make faster decisions and prioritize applications for review || every referral decision undergoes 100% human review || AI-generated output supports subject matter experts || AI-generated output supports subject matter experts by providing additional information,D: public defeater undefeated,D,True
MISSING-91EA622F8902,,HHS,Internal Referral Module (IRM),Deployed,Admin Functions,"The output from this AI use case does not drive any agency decision, including the categories listed in section 6 of the memorandum. The output is a recommendation to assign a grant application to the appropriate Agency staff based on the scientific content of the application. The person to whom the grant application has been referred to can accept, reject, or reassign the application based on their expertise.",YES,YES,NO,NO,NO,YES,D,"{""D"": 4, ""S"": 1}",4,0,0.9199999999999999,0,"does not drive any agency decision, including the categories listed in section 6 of the memorandum || a recommendation to assign a grant application to the appropriate Agency staff || based on their expertise || can accept, reject, or reassign the application || does not drive any agency decision || can accept, reject, or reassign the application based on their expertise || recommendation to assign a grant application || can accept, reject, or reassign || does not drive any agency decision, including the categories listed in section 6 || a recommendation to assign a grant application",U: publicly unresolved,U,False
MISSING-8A490802AE57,,HHS,NICHD RPAB AI/ML Application Referral System,Deployed,Admin Functions,"The primary objective is to improve the efficiency, accuracy, and consistency of grant application referral assignments while streamlining the internal process for referring new applications. The AI-generated output supports subject matter experts by providing additional information that helps them make faster decisions and prioritize applications for review. All AI output is used solely as an assistive tool, and every referral decision undergoes 100% human review. Therefore, this use case does not meet the definition of a high-impact AI.",NO,YES,NO,NO,NO,YES,D,"{""D"": 5}",5,1,0.9480000000000001,0,providing additional information that helps them make faster decisions and prioritize applications for review || every referral decision undergoes 100% human review || AI-generated output supports subject matter experts || AI-generated output supports subject matter experts by providing additional information,D: public defeater undefeated,D,True
MISSING-C38B75F17C3C,,HHS,NLP Automated Referral,Deployed,Admin Functions,"First, the NLP Automated Referral tool produces non-binding recommendations regarding which NIGMS program officer is most appropriate to manage an incoming grant application, along with two alternative suggestions. Program officers must actively accept the assignment or refer the application to a more appropriate program officer, and they have full discretion to ignore or override the AI tool’s recommendations. The system’s output is therefore not a principal basis for any legal or binding decision; it is one of several informational inputs to an internal workflow choice made by human staff. Second, all funding and programmatic decisions are made through established peer review and programmatic processes, governed by existing NIH/NIGMS policies and human judgment. Final funding decisions are made by the NIGMS Director in consultation with the NIGMS Advisory Council, the NIGMS Deputy Director, and the NIGMS Division Directors, not the individual program officers who manage the applications. As a result, the AI’s output does not directly affect an individual’s or organization’s access to Federal funding or other critical government resources or services, nor does it alter anyone’s legal status or rights. Finally, the NLP Automated Referral tool does not fall into any of the categories of AI use cases identified in Section 6 of M-25-21 that are automatically designated high-impact. It is a routing tool used for internal staff portfolio management.",YES,YES,YES,YES,YES,YES,S,"{""S"": 5}",5,1,0.9739999999999999,0,"not a principal basis for any legal or binding decision || non-binding recommendations regarding which NIGMS program officer is most appropriate to manage an incoming grant application || all funding and programmatic decisions are made through established peer review and programmatic processes || they have full discretion to ignore or override the AI tool’s recommendations || non-binding recommendations regarding which NIGMS program officer is most appropriate to manage an incoming grant application, along with two alternative suggestions || produces non-binding recommendations || funding and programmatic decisions are made through established peer review || full discretion to ignore or override || produces non-binding recommendations regarding which NIGMS program officer is most appropriate || Program officers must actively accept the assignment or refer the application to a more appropriate program officer",U: publicly unresolved,U,False
NASA-234,NASA-234,NASA,MLNav (Machine Learning Navigation),Deployed,Science,Low-speed engagements with terrain features on Mars; part of core mission parameters. Mars Rover cannot harm humans or impact rights.,YES,NO,NO,NO,UNCLEAR,NO,U,"{""U"": 5}",5,1,0.89,0,cannot harm humans or impact rights || engagements with terrain features on Mars || Low-speed engagements with terrain features on Mars || Mars Rover cannot harm humans or impact rights.,U: publicly unresolved,U,True
NASA-398,NASA-398,NASA,Autonomous WAiting Room Evaluation (AWARE),Deployed,Administrative functions,This AI processes images of people waiting in the Langley Badge & Pass office. The people are counted and their images immediately deleted to avoid privacy issues.,YES,YES,NO,NO,NO,NO,U,"{""U"": 5}",5,1,0.874,0,to avoid privacy issues || The people are counted and their images immediately deleted || avoid privacy issues || people are counted || their images immediately deleted to avoid privacy issues || The people are counted,U: publicly unresolved,U,True
NASA-487,NASA-487,NASA,"AI Digital Assistants (HRP) [was ""Doc in a Box"" for Earth Independent Medical Operations (EIMO)]",Pilot,Health and Medical,"Digital assistant does not take any action, only gives information for a crew to act upon. Informational purposes only.",NO,YES,NO,NO,NO,YES,U,"{""D"": 3, ""U"": 2}",3,0,0.9280000000000002,0,"only gives information for a crew to act upon || does not take any action, only gives information for a crew to act upon || Digital assistant does not take any action || gives information for a crew to act upon || for a crew to act upon",U: publicly unresolved,U,True
TBD-R01,TBD,STB,Copilot for Appian,Pre-deployment,Other,"AI may be integrated in decision or activity pipelines in high-impact categories without meeting the definition of high-impact because the Al's output does not actually ""serve as a principal basis for"" the relevant type of agency action or decision, as described in OMB Memo M-25-21 definition of ""high-impact Al.""",YES,NO,NO,NO,NO,NO,U,"{""U"": 5}",5,1,0.9799999999999999,0,"does not actually ""serve as a principal basis for"" the relevant type of agency action or decision || integrated in decision or activity pipelines || does not actually ""serve as a principal basis for""",U: publicly unresolved,U,True
TBD-R02,TBD,STB,RelativityOne,Pre-deployment,Other,"AI may be integrated in decision or activity pipelines in high-impact categories without meeting the definition of high-impact because the Al's output does not actually ""serve as a principal basis for"" the relevant type of agency action or decision, as described in OMB Memo M-25-21 definition of ""high-impact Al.""",YES,NO,NO,NO,NO,NO,U,"{""U"": 5}",5,1,0.9799999999999999,0,"does not actually ""serve as a principal basis for"" the relevant type of agency action or decision || integrated in decision or activity pipelines || does not actually ""serve as a principal basis for""",U: publicly unresolved,U,True
TREAS-94,TREAS-94,TREAS,AI Contract Document Toolbox,Deployed,Procurement and Finance Mgmt,"AI Contract Document Toolbox drafts procurement narratives, supports vendor evaluations, and aids source selection. It offers recommendations but does not approve contracts. Final decisions are made by agency officials using multiple information sources.",YES,YES,UNCLEAR,NO,NO,YES,D,"{""D"": 5}",5,1,0.9339999999999999,0,"does not approve contracts || drafts procurement narratives, supports vendor evaluations, and aids source selection || using multiple information sources || Final decisions are made by agency officials || offers recommendations || multiple information sources",U: publicly unresolved,U,False
TREAS-IRS-75,TREAS-IRS-75,TREAS,Procurement Research,Pre-deployment,Procurement and Finance Mgmt,Research effort may examine AI bias (e.g. large vs. small business) in drafting procurement documents as market research / proposal evaluation. Research effort and not an operational use case where AI will make or influence government decisions.,YES,UNCLEAR,NO,NO,NO,NO,U,"{""U"": 5}",5,1,0.924,0,not an operational use case where AI will make or influence government decisions || in drafting procurement documents as market research / proposal evaluation || drafting procurement documents as market research / proposal evaluation || may examine AI bias,U: publicly unresolved,U,True
TREAS-IRS-9,TREAS-IRS-9,TREAS,Vendor Risk Analytics,Pilot,Procurement and Finance Mgmt,AI makes recommendations only and any contracting decisions would go through multiple layers of review by agency officials.,YES,YES,NO,NO,NO,YES,D,"{""D"": 5}",5,1,0.958,0,contracting decisions || AI makes recommendations only || contracting decisions would go through multiple layers of review by agency officials || multiple layers of review by agency officials || AI makes recommendations,D: public defeater undefeated,D,True
USDA-048,USDA-048,USDA,Dam Inspection Report Document Processing,Deployed,Admin Functions,"The AI is used for information extraction that informs dam portfolio decisions. However, the principal basis for decisions is made by humans for the repairs, and is vetted through aerial imagery analysis, the Oklahoma Conservation Commission, and associated dam sponsors.",YES,YES,YES,NO,NO,YES,S,"{""S"": 5}",5,1,0.968,0,"the principal basis for decisions || information extraction that informs dam portfolio decisions || vetted through aerial imagery analysis, the Oklahoma Conservation Commission, and associated dam sponsors || the principal basis for decisions is made by humans || the principal basis for decisions is made by humans for the repairs || principal basis for decisions || information extraction || vetted through aerial imagery analysis, the Oklahoma Conservation Commission || used for information extraction that informs dam portfolio decisions",S: minimally supported rebuttal,S,True
USDA-175,USDA-175,USDA,AI for Environmental Permitting Review,Pilot,Energy and Environment,"AI is not making any final decisions, only recommendations for authorized staff to review.",NO,YES,NO,NO,NO,YES,D,"{""D"": 5}",5,1,0.95,0,not making any final decisions || recommendations for authorized staff to review || authorized staff to review || only recommendations for authorized staff to review || AI is not making any final decisions || only recommendations,D: public defeater undefeated,D,True
